doi,abstract,detected_compounds,detection_number,actual_compound,actual_compnum 
10.1021/jf502436r,"Antifungal resistance and toxicity problems of conventional fungicides highlighted the requirement of search for new safe antifungal agents. To comply with the requirement, we discovered four new non-cytotoxic lipopeptides, gageopeptides A-D, 1-4, from a marine-derived bacterium Bacillus subtilis. The structures and stereochemistry of gageopeptides were determined by NMR data analysis and chemical means. Gageopeptides exhibited significant antifungal activities against pathogenic fungi Rhizoctonia solani, Botrytis cinerea, and Colletotrichum acutatum with minimum inhibitory concentration (MIC) values of 0.02-0.06 μM. In addition, these lipopeptides showed significant motility inhibition and lytic activities against zoospores of the late blight pathogen Phytophthora capsici. These compounds also showed potent antimicrobial activity against Gram positive and Gram negative bacteria with MIC values of 0.04-0.08 μM. However, gageopeptides A-D did not exhibit any cytotoxicity (GI 50 > 25 μM) against cancer cell lines in sulforhodamine B (SRB), 3-[4,5-dimethylthiazol-2-yl]-2,5-diphenyltetrazolium bromide (MTT), and WST-1 ((4-[3-4-iodophenyl]-2-(4-nitrophenyl)-2H-5-tetrazolio)-1,3-benzene disulfonate)) assays, demonstrating that these compounds could be promising candidates for the development of non-cytotoxic antifungal agents.","['Gageopeptide A', 'Gageopeptide B', 'Gageopeptide C', 'Gageopeptide D']",4,"['Gageopeptide C', 'Gageopeptide B', 'Gageopeptide A', 'Gageopeptide D']",4
10.1021/np400802d,"Three new thiodiketopiperazines, named phomazines A-C (1-3), along with 10 known analogues (4-13), were isolated from the fermentation broth of an endophytic fungus, Phoma sp. OUCMDZ-1847, associated with the mangrove plant Kandelia candel. The structures including the absolute configurations of the new compounds were unambiguously elucidated by spectroscopic, X-ray crystallographic, and Mosher's methods along with quantum ECD and 13C NMR calculations. Compounds 2, 4, 5, 11, and 12 showed cytotoxicities against the HL-60, HCT-116, K562, MGC-803, and A549 cell lines with IC50 values in the range 0.05 to 8.5 μM.","['Phomazine A', 'Phomazine B', 'Phomazine C']",3,"['Phomazine A', 'Phomazine B', 'Phomazine C']",3
10.1055/s-0034-1382958,"Ergot alkaloids are toxins which are produced biotechnologically on an industrial scale. The chemical investigation of endophytic Aspergillus fumigatus resulted in the isolation of five new ergot alkaloids named fumigaclavines D-H (2-6), along with three known analogues, fumigaclavine C (1), festuclavine (7), and fumigaclavine A (8). Their structures were unequivocally elucidated by extensive spectroscopic analyses in association with X-ray single-crystal diffraction. Fumigaclavines D-H are interesting clavine-type ergot alkaloids featuring a reverse prenyl moiety at C-2, with 1-4, 6, and 8 bearing additional substituents, e.g., an OH or OAc group at C-9. Compounds 2, 4, and 6-8 showed a broad spectrum of antimicrobial activity against a panel of anaerobic microorganisms, of which compounds 4 and 6 were the most active against Veillonella parvula with an MIC=16μg/mL compared to that (0.12μg/mL) of tinidazole, co-assayed as a positive reference.","['Festuclavine', 'Fumigaclavine A', 'Fumigaclavine C', 'Fumigaclavine D', 'Fumigaclavine E', 'Fumigaclavine F', 'Fumigaclavine G', 'Fumigaclavine H']",8,['Fumigaclavine G'],1
10.3390/md12031271,"Three new spirobisnaphthalenes ( 1-3) were isolated from the mangrove-derived fungus Rhytidhysteron sp., together with five known derivatives ( 4-8). The structures of the compounds were established on the basis of extensive spectroscopic data, and the relative configurations of their stereogenic carbons were determined by a single-crystal X-ray crystallographic analysis. Compounds 3-5 displayed cytotoxicity against both cancer cell lines, MCF-7 and CaSki, while 2 was active only on CaSKi cells.",[],0,"['Rhytidone C', 'Rhytidone A', 'Rhytidone B']",3
10.1021/ol502731p,"Inducamides A-C (1-3), three new chlorinated alkaloids featuring an amide skeleton generated by a tryptophan fragment and a 6-methylsalicylic acid unit, were isolated from a chemically induced mutant strain of Streptomyces sp. with the inducamides only being produced in the mutant strain. Their structures, including stereochemistry, were determined by spectroscopic analysis, Marfey's method, and CD spectroscopy.","['Inducamide A', 'Inducamide B', 'Inducamide C']",3,"['Inducamide A', 'Inducamide B', 'Inducamide C']",3
10.3390/molecules19021663,"Protein tyrosine phosphatase 1B (PTP1B) is implicated as a negative regulator of insulin receptor (IR) signaling and a potential drug target for the treatment of type II diabetes and other associated metabolic syndromes. Therefore, small molecular inhibitors of PTP1B can be considered as an attractive approach for the design of new therapeutic agents of type II diabetes diseases. In a continuing search for new protein phosphatase inhibitors from fungi, we have isolated a new compound, named penostatin J (1), together with three known ones, penostatin C (2), penostatin A (3), and penostatin B (4), from cultures of the entomogenous fungus Isaria tenuipes. The structure of penostatin J (1) was elucidated by extensive spectroscopic analysis. We also demonstrate for the first time that penostatin derivatives exhibit the best PTP1B inhibitory action. These findings suggest that penostatin derivatives are a potential novel kind of PTP1B inhibitors.","['Penostatin A', 'Penostatin B', 'Penostatin C', 'Penostatin J']",4,['Penostatin J'],1
10.1021/np5000457,"Fifteen new depsidone-based analogues named spiromastixones A-O (1-15) were isolated from the fermentation broth of a deep-sea Spiromastix sp. fungus. Their structures were elucidated on the basis of extensive NMR and mass spectroscopic analysis in association with chemical conversion. Spiromastixones A-O are classified into two subtypes based on the orientation of ring C relative to ring A, while the n-propyl substituents on rings A and C are rarely seen in natural products. Most analogues are substituted by various numbers of chlorine atoms. All compounds exhibited significant inhibition against Gram-positive bacteria including Staphylococcus aureus, Bacillus thuringiensis, and Bacillus subtilis with MIC values ranging from 0.125 to 8.0 μg/mL. In addition, compounds 6-10 displayed potent inhibitory effects against methicillin-resistant bacterial strains of S. aureus (MRSA) and S. epidermidis (MRSE), while 10 also inhibited the growth of the vancomycin-resistant bacteria Enterococcus faecalis and E. faecium (VRE). The structure-activity relationships are discussed.","['Spiromastixone A', 'Spiromastixone B', 'Spiromastixone C', 'Spiromastixone D', 'Spiromastixone E', 'Spiromastixone F', 'Spiromastixone G', 'Spiromastixone H', 'Spiromastixone I', 'Spiromastixone J', 'Spiromastixone K', 'Spiromastixone L', 'Spiromastixone M', 'Spiromastixone N', 'Spiromastixone O']",15,"['Spiromastixone K', 'Spiromastixone B', 'Spiromastixone N', 'Spiromastixone H', 'Spiromastixone F', 'Spiromastixone E', 'Spiromastixone D', 'Spiromastixone I', 'Spiromastixone O', 'Spiromastixone J', 'Spiromastixone G', 'Spiromastixone L', 'Spiromastixone C', 'Spiromastixone A', 'Spiromastixone M']",15
10.1038/ja.2013.135,"Two new rubrolides, rubrolides R (1) and S (2), were isolated from the fermentation broth of the marine-derived fungus Aspergillus terreus OUCMDZ-1925. Their structures were elucidated on the basis of spectroscopic analysis and X-ray single crystal diffraction. Compound 1 showed comparable or superior antioxidation against 2,2′-azino-di(3-ethylbenzthiazoline-6-sulfonic acid) (ABTS) radicals to those of trolox and ascorbic acid with an IC 50 value of 1.33 mM. Compound 2 showed comparable or superior anti-influenza A (H1N1) virus activity to that of ribavirin with an IC 50 value of 87.1 μM. Both compounds 1 and 2 showed weak cytotoxicity against the K562 cell line with IC 50 values of 12.8 and 10.9 μM, respectively.","['Rubrolide R', 'Rubrolide S']",2,"['Rubrolide S', 'Rubrolide R']",2
10.1080/10286020.2014.896343,"A new secondary metabolite, named altertoxin IV (1), together with altertoxin II (2), was isolated from the fermentation broth of Alternaria tenuissima, an endophytic fungal strain residing in the stem of Tribulus terrestris L. The structure of new compound 1 was established by HR-ESI-MS, multinuclear NMR spectroscopy, and single crystal X-ray diffraction method. In their in vitro bioassay, compound 2 exhibited moderate cytotoxic activity against PC-3 cell lines with an IC50 value of 14.28 M. © 2014","['Altertoxin II', 'Altertoxin IV']",2,['Altertoxin IV'],1
10.3390/molecules19011250,"A new isocoumarin glycoside, 3R-(+)-5-O-[6'-O-Acetyl]-A-D-glucopyranosyl-5- hydroxymellein (1), and a new phenylethanol glycoside, (-)-phenylethyl-8-O-A-L- rhamnopyranoside (2), were isolated from the ethyl acetate extract of the fungus Xylaria sp. cfcc 87468, together with five known steroids, ss-sitosterol (3), stigmast-4-en-3- one (4), ergosterol (5), (22E)-cholesta-4,6,8(14),22- tetraen-3-one (6), and 4a-methylergosta- 8(14),24(28)-dien-3ss-ol (7). The structures of compounds 1 and 2 were elucidated by MS, extensive 1D and 2D NMR spectroscopy, and the circular dichroism (CD) spectroscopy.","['8(14),24(28)-dien-3ss-ol', 'Ergosterol', 'Hydroxymellein', 'Rhamnopyranoside', 'Ss-sitosterol', 'Tetraen-3-one']",6,"[""3R-(+)-5-O-[6'-O-acetyl]-α-D-glucopyranosyl-5-hydroxymellein"", '(−)-phenylethyl-8-O-α-L-rhamnopyranoside']",2
10.1073/pnas.1319584111,"Recent developments in next-generation sequencing technologies have brought recognition of microbial genomes as a rich resource for novel natural product discovery. However, owing to the scarcity of efficient procedures to connect genes to molecules, only a small fraction of secondary metabolomes have been investigated to date. Transformation-associated recombination (TAR) cloning takes advantage of the natural in vivo homologous recombination of Saccharomyces cerevisiae to directly capture large genomic loci. Here we report a TAR-based genetic platform that allows us to directly clone, refactor, and heterologously express a silent biosynthetic pathway to yield a new antibiotic. With this method, which involves regulatory gene remodeling, we successfully expressed a 67-kb nonribosomal peptide synthetase biosynthetic gene cluster from the marine actinomycete Saccharomonospora sp. CNQ-490 and produced the dichlorinated lipopeptide antibiotic taromycin A in the model expression host Streptomyces coelicolor. The taromycin gene cluster (tar) is highly similar to the clinically approved antibiotic daptomycin from Streptomyces roseosporus, but has notable structural differences in three amino acid residues and the lipid side chain. With the activation of the tar gene cluster and production of taromycin A, this study highlights a unique ""plug-and-play"" approach to efficiently gaining access to orphan pathways that may open avenues for novel natural product discoveries and drug development. ",[],0,['Taromycin A'],1
10.1021/np400466j,"The microbial production, isolation, and structure elucidation of four new napyradiomycin congeners (1-4) is reported. The structures of these compounds, which are new additions to the marine-derived meroterpenoids, were defined by comprehensive spectroscopic analysis and by X-ray crystallography. Using fluorescence-activated cell sorting (FACS) analysis, napyradiomycins 1-4 were observed to induce apoptosis in the colon adenocarcinoma cell line HCT-116, indicating the possibility of a specific biochemical target for this class of cytotoxins. ",[],0,"['Napyradiomycin CNQ525.510B', 'Napyradiomycin CNQ525.538', 'Napyradiomycin CNQ525.554', 'Napyradiomycin CNQ525.600']",4
10.1021/cb500141b,"Soil microbiomes are a rich source of uncharacterized natural product biosynthetic gene clusters. Here we use short conserved biosynthetic gene sequences (natural product sequence tags) amplified from soil microbiomes as phylogenetic markers to correlate genotype to chemotype and target the discovery of novel bioactive pentangular polyphenols from the environment. The heterologous expression of an environmental DNA-derived gene cluster (the ARX cluster), whose ketosynthase beta (KSβ) sequence tag was phylogenetically distinct from any known KSβ sequence, led to the discovery of the arixanthomycins. Arixanthomycin A (1) exhibits potent antiproliferative activity against human cancer cell lines.",['Arixanthomycin A'],1,"['Arixanthomycin A', 'Arixanthomycin B', 'Arixanthomycin C']",3
10.1002/cbic.201402139,"The bacterium Paenibacillus larvae has been extensively studied as it is an appalling honey bee pathogen. In the present work, we screened crude extracts derived from fermentations of P. larvae genotypes ERIC I and II for antimicrobial activity, following the detection of four putative secondary metabolite gene clusters that show high sequence homology to known biosynthetic gene clusters for the biosynthesis of antibiotics. Low molecular weight metabolites produced by P. larvae have recently been shown to have toxic effects on honey bee larvae. Moreover, a novel tripeptide, sevadicin, was recently characterized from laboratory cultures of P. larvae. In this study, paenilarvins, which are iturinic lipopeptides exhibiting strong antifungal activities, were obtained by bioassay-guided fractionation from cultures of P. larvae, genotype ERIC II. Their molecular structures were determined by extensive 2D NMR spectroscopy, high resolution mass spectrometry, and other methods. Paenilarvins are the first antifungal secondary metabolites to be identified from P. larvae. In preliminary experiments, these lipopeptides also affected honey bee larvae and might thus play a role in P. larvae survival and pathogenesis. However, further studies are needed to investigate their function. ",[],0,"['Paenilarvin A', 'Paenilarvin B', 'Paenilarvin C']",3
